MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,RainToday,RainTomorrow,Temp_Media,Pressure_Media,WindSpeed_Media,Cloud_Media,Humidity_Media,Season
9.1,20.3,0.0,2.2,6.8,31.0,No,No,15.3,1015.35,17.0,5.0,57.0,Winter
10.4,19.6,0.0,3.6,10.0,37.0,No,No,16.35,1014.05,5.5,2.5,40.0,Winter
10.9,19.9,0.0,4.2,8.5,44.0,No,No,16.0,1012.9,16.5,5.5,41.5,Winter
9.5,21.0,0.0,3.8,10.0,50.0,No,No,16.75,1015.6,13.0,1.5,43.0,Winter
11.9,23.9,0.0,5.6,8.7,52.0,No,No,19.25,1009.95,18.5,5.0,39.0,Winter
10.8,17.9,0.8,4.8,8.3,35.0,No,Yes,14.5,1011.45,16.0,4.5,53.0,Winter
9.3,13.1,9.6,3.8,1.3,57.0,Yes,Yes,10.95,1009.05,24.0,7.0,79.5,Winter
7.0,17.4,4.2,0.6,6.7,35.0,Yes,No,14.15,1016.45,14.5,5.5,51.5,Winter
10.5,23.5,0.0,4.0,10.6,31.0,No,No,18.45,1014.7,11.0,0.5,39.5,Winter
9.0,21.8,0.0,3.8,10.4,31.0,No,No,15.95,1015.85,12.0,1.0,49.5,Winter
12.0,24.4,0.2,3.8,5.4,94.0,No,No,19.25,1005.0,28.5,5.0,40.0,Winter
9.6,22.8,0.0,5.8,10.8,35.0,No,No,18.35,1012.95,11.0,1.0,30.0,Winter
12.5,24.1,0.0,4.2,10.7,39.0,No,No,19.9,1010.65,20.5,1.5,30.5,Winter
10.5,18.7,0.0,8.0,10.7,57.0,No,No,15.0,1019.4,21.5,1.0,35.5,Winter
7.3,20.6,0.0,3.6,10.7,41.0,No,No,14.95,1020.3,21.5,0.0,48.5,Winter
10.7,24.4,0.0,6.2,10.5,57.0,No,No,20.1,1008.4,23.0,2.5,37.5,Winter
11.3,23.3,0.0,6.6,10.7,39.0,No,No,19.5,1014.4,17.5,0.5,33.0,Winter
13.6,20.9,0.0,7.8,9.9,59.0,No,No,18.4,1008.35,23.0,3.5,29.0,Winter
8.4,16.6,0.0,6.2,10.8,56.0,No,No,13.05,1012.8,24.0,1.0,34.5,Winter
7.6,18.1,0.0,3.0,10.3,50.0,No,No,14.4,1014.85,20.0,2.5,40.0,Winter
7.6,18.1,0.0,5.6,6.7,50.0,No,No,15.1,1012.0,21.5,7.0,40.0,Winter
11.8,18.6,0.0,4.0,2.5,56.0,No,No,16.1,1009.35,24.0,7.0,46.0,Winter
12.2,22.7,0.0,4.0,10.8,35.0,No,No,18.85,1020.05,22.5,3.0,47.0,Winter
9.9,23.6,0.0,4.2,10.7,35.0,No,No,16.15,1022.2,17.0,1.0,62.5,Winter
10.3,22.0,0.0,3.6,9.6,33.0,No,No,17.9,1022.5,15.5,4.5,42.0,Winter
11.5,21.9,0.0,2.2,9.4,24.0,No,No,17.65,1020.3,15.0,3.0,59.0,Winter
11.8,23.3,0.0,3.0,10.8,39.0,No,No,18.5,1020.85,22.0,1.5,55.0,Winter
11.4,21.8,0.0,3.8,6.7,56.0,No,No,17.65,1021.9,17.0,6.5,64.0,Winter
15.2,24.7,0.0,5.2,10.2,39.0,No,No,22.6,1013.25,14.0,1.0,49.5,Winter
14.9,24.5,0.0,5.8,8.2,30.0,No,No,19.75,1020.75,16.5,5.5,47.0,Winter
11.4,22.2,0.0,4.8,10.1,26.0,No,No,18.2,1027.55,18.5,1.0,59.5,Winter
12.2,22.0,0.0,4.0,11.0,28.0,No,No,18.65,1030.15,18.0,4.0,56.0,Winter
12.0,21.9,0.0,4.2,10.4,31.0,No,No,18.8,1032.65,15.5,1.0,61.0,Winter
12.2,21.1,0.0,3.8,10.1,41.0,No,No,18.2,1031.15,16.5,1.0,63.5,Winter
12.2,28.8,0.0,5.8,10.1,28.0,No,No,23.1,1025.15,12.0,3.0,45.5,Winter
16.0,23.3,0.0,5.0,8.5,24.0,No,No,20.85,1025.0,14.0,7.0,72.0,Winter
15.4,31.1,0.0,3.2,9.1,39.0,No,No,24.55,1020.25,14.0,4.5,48.5,Winter
17.0,21.2,0.0,4.6,1.7,41.0,No,No,18.1,1024.6,13.0,7.0,75.5,Winter
15.3,26.1,0.0,2.2,5.1,33.0,No,No,21.8,1017.5,10.0,4.5,69.5,Winter
20.1,31.6,0.0,7.4,9.7,74.0,No,No,28.25,1002.95,32.0,3.0,19.0,Winter
14.7,25.0,0.0,11.6,6.8,43.0,No,No,20.7,1010.2,21.5,4.0,30.0,Winter
12.1,23.6,0.0,6.4,10.2,74.0,No,No,19.95,1012.65,10.5,2.5,34.0,Winter
10.0,18.5,0.0,5.6,6.1,41.0,No,Yes,15.9,1020.0,22.0,7.0,61.5,Winter
14.1,22.9,2.2,3.4,8.4,54.0,Yes,No,18.6,1010.15,20.5,4.0,67.0,Winter
12.8,18.8,0.0,4.0,6.2,33.0,No,Yes,17.15,1017.35,11.5,6.0,70.0,Winter
14.6,17.7,1.2,2.2,0.0,80.0,Yes,Yes,16.5,1013.0,20.5,8.0,83.0,Winter
15.2,25.3,0.0,6.8,10.7,48.0,No,No,22.7,1001.0,24.0,3.5,40.5,Winter
14.2,23.4,0.2,7.6,11.2,63.0,No,No,21.4,1004.3,27.5,0.5,26.0,Winter
11.4,21.6,0.0,6.2,10.3,69.0,No,No,18.75,1007.05,18.5,4.0,32.0,Winter
11.3,22.0,0.0,7.0,11.0,37.0,No,No,18.45,1013.5,20.5,1.5,45.5,Winter
11.0,25.2,0.0,4.6,10.5,28.0,No,No,19.25,1013.25,15.5,1.5,54.0,Winter
12.9,24.4,0.0,5.4,10.9,24.0,No,No,20.95,1009.65,10.0,1.0,54.5,Spring
17.5,28.4,0.0,7.4,5.3,39.0,No,No,24.65,1002.25,5.5,6.0,32.0,Spring
15.6,28.8,0.0,6.4,10.7,43.0,No,No,25.35,1007.9,14.5,0.5,36.0,Spring
12.7,22.6,0.0,12.2,11.4,46.0,No,No,19.0,1018.25,19.0,0.0,34.0,Spring
11.7,29.3,0.0,8.0,11.5,76.0,No,No,23.4,1008.15,26.0,1.0,30.0,Spring
12.4,27.4,0.0,6.4,10.6,35.0,No,No,23.25,1013.65,11.5,4.5,40.5,Spring
20.2,32.2,0.0,8.6,3.0,85.0,No,No,25.55,1004.4,38.0,7.0,32.5,Spring
13.0,26.6,0.0,9.8,11.2,48.0,No,No,23.4,1011.6,16.0,4.0,28.5,Spring
15.2,18.9,0.0,10.0,3.7,65.0,No,Yes,17.45,1012.6,27.0,3.0,41.0,Spring
9.7,20.4,5.0,3.8,10.6,39.0,Yes,No,17.7,1020.75,15.0,1.5,41.0,Spring
11.3,25.0,0.0,5.2,9.2,28.0,No,No,20.6,1013.45,14.0,5.0,48.5,Spring
14.1,29.8,0.0,5.6,11.2,33.0,No,No,24.5,1007.75,13.0,2.5,32.5,Spring
15.8,21.9,0.0,9.8,10.4,52.0,No,No,19.3,1011.0,29.5,2.0,52.0,Spring
14.3,21.9,0.0,5.8,11.2,44.0,No,No,18.75,1014.9,15.5,3.0,53.5,Spring
12.3,27.3,0.0,5.0,11.9,30.0,No,No,21.65,1016.05,14.0,0.0,47.5,Spring
17.6,37.3,0.0,10.0,10.0,74.0,No,No,32.2,1006.4,18.5,4.0,16.0,Spring
17.9,22.1,0.0,13.2,10.0,61.0,No,No,19.45,1012.9,21.5,3.0,56.5,Spring
14.3,24.7,0.0,5.8,11.2,31.0,No,No,20.9,1012.75,18.5,0.0,62.5,Spring
17.5,35.0,0.0,6.6,10.8,80.0,No,Yes,29.45,999.25,28.5,1.5,27.5,Spring
13.1,20.7,5.0,15.2,6.7,44.0,Yes,No,17.05,1014.45,26.0,3.5,39.0,Spring
10.7,24.3,0.0,5.8,12.1,33.0,No,No,18.45,1020.65,17.5,0.5,36.0,Spring
12.7,28.3,0.0,6.4,11.7,48.0,No,No,23.1,1015.65,22.0,1.0,32.5,Spring
19.6,33.6,0.0,11.2,5.2,80.0,No,No,29.5,1004.6,37.0,7.0,16.5,Spring
13.7,22.1,0.0,13.4,11.2,41.0,No,No,18.8,1025.45,18.5,2.0,36.5,Spring
12.6,22.4,0.0,6.8,12.1,37.0,No,No,19.45,1026.25,20.5,0.0,50.0,Spring
15.5,24.4,0.0,7.2,10.9,48.0,No,No,22.05,1019.0,11.5,2.5,62.0,Spring
16.6,28.9,0.0,6.2,10.3,37.0,No,No,24.05,1014.1,13.0,3.0,52.0,Spring
19.5,27.0,0.0,9.4,0.6,50.0,No,Yes,22.8,1013.95,13.5,7.5,68.5,Spring
20.1,33.6,3.6,2.8,11.9,63.0,Yes,No,29.95,1003.55,29.5,2.0,31.5,Spring
16.4,25.9,0.0,12.4,12.5,70.0,No,No,21.95,1012.3,25.5,1.0,29.5,Spring
12.2,23.4,0.0,10.8,10.4,35.0,No,No,18.35,1021.2,23.0,0.5,29.5,Spring
14.0,23.9,0.0,8.8,11.6,44.0,No,No,19.4,1020.0,27.0,4.0,38.0,Spring
14.6,22.3,0.0,6.0,9.1,37.0,No,Yes,20.5,1021.45,18.5,5.0,53.0,Spring
15.6,22.3,28.2,3.2,5.7,61.0,Yes,No,20.85,1016.9,17.0,4.5,71.0,Spring
16.4,26.3,0.0,4.8,5.0,93.0,No,No,19.2,1007.65,7.5,7.0,73.0,Spring
15.0,21.4,0.0,9.8,4.3,33.0,No,No,17.85,1027.25,10.0,6.0,52.5,Spring
11.8,21.4,0.0,4.6,12.2,43.0,No,No,19.05,1021.75,20.5,1.0,54.5,Spring
15.0,26.2,0.0,8.0,11.9,48.0,No,No,22.65,1014.65,16.5,0.5,55.0,Spring
17.9,28.1,0.0,9.4,8.3,63.0,No,No,26.05,1008.7,16.0,4.5,43.5,Spring
22.3,33.3,0.0,10.4,9.5,48.0,No,Yes,26.6,1006.5,14.5,3.5,41.5,Spring
15.7,18.9,11.6,9.6,0.7,50.0,Yes,Yes,17.25,1017.35,18.5,7.5,74.5,Spring
15.1,18.4,39.6,9.4,0.0,54.0,Yes,Yes,16.65,1017.25,29.5,7.5,91.0,Spring
15.6,22.8,20.2,1.8,4.9,28.0,Yes,Yes,19.65,1012.5,5.0,7.5,79.0,Spring
15.1,27.6,7.4,3.2,13.0,37.0,Yes,No,21.95,1012.8,22.0,2.0,59.0,Spring
16.9,27.0,0.0,9.6,13.2,33.0,No,No,23.1,1012.7,17.5,0.5,38.5,Spring
15.9,23.3,0.0,7.8,8.0,69.0,No,Yes,21.65,1015.2,14.0,4.5,65.0,Spring
14.8,18.0,40.8,5.6,0.0,50.0,Yes,Yes,16.6,1015.0,19.5,7.5,83.0,Spring
15.2,20.0,11.2,4.0,0.0,59.0,Yes,Yes,18.15,1011.9,27.0,8.0,85.5,Spring
16.4,25.4,17.6,2.0,10.3,39.0,Yes,No,22.25,1010.85,17.0,4.0,67.0,Spring
16.6,24.9,0.2,6.8,12.0,33.0,No,No,22.5,1011.55,16.5,2.5,68.5,Spring
20.1,24.6,0.0,6.2,9.8,52.0,No,Yes,23.55,1011.6,19.5,5.5,64.0,Spring
19.9,24.3,3.0,9.8,2.9,69.0,Yes,Yes,21.85,1007.85,33.5,7.0,73.0,Spring
18.1,25.0,7.4,4.0,9.3,31.0,Yes,Yes,22.15,1004.5,8.0,4.0,69.0,Spring
16.8,23.8,3.6,5.0,13.0,41.0,Yes,No,21.75,1005.75,13.5,1.5,54.5,Spring
16.4,23.3,0.0,8.2,10.3,61.0,No,Yes,20.4,1008.6,20.5,5.0,63.0,Spring
14.7,22.9,4.2,7.4,7.7,41.0,Yes,No,19.6,1016.55,17.5,4.0,53.5,Spring
13.7,23.9,0.0,5.6,12.6,30.0,No,No,21.0,1016.55,16.5,1.0,50.0,Spring
16.6,26.5,0.0,8.0,11.2,46.0,No,No,24.45,1008.35,14.0,6.5,58.0,Spring
19.5,20.9,0.2,10.6,0.0,59.0,No,Yes,19.0,1007.3,16.0,7.5,77.5,Spring
14.9,22.9,2.8,3.4,7.3,44.0,Yes,No,20.2,1019.15,21.0,4.5,54.0,Spring
14.0,22.7,0.0,7.0,7.5,35.0,No,No,20.4,1024.7,11.5,4.5,56.5,Spring
15.2,24.1,0.0,5.0,12.1,37.0,No,No,22.3,1021.05,16.5,4.5,48.0,Spring
15.2,24.6,0.0,8.0,13.3,48.0,No,No,23.1,1015.55,20.5,1.5,51.5,Spring
17.8,27.8,0.0,8.8,7.9,54.0,No,Yes,24.2,1003.4,14.0,6.0,62.0,Spring
19.0,26.3,4.0,8.0,8.4,78.0,Yes,No,21.9,996.8,26.0,6.5,56.0,Spring
12.7,22.9,0.0,10.0,13.6,59.0,No,No,19.55,1012.5,25.0,1.0,38.0,Spring
13.6,25.0,0.0,7.6,12.6,30.0,No,No,21.95,1019.35,17.5,4.5,46.0,Spring
16.2,25.6,0.0,7.2,11.4,46.0,No,No,23.95,1016.25,17.5,2.5,51.5,Spring
19.3,29.8,0.0,10.0,4.1,56.0,No,No,27.3,1006.55,6.0,7.0,49.0,Spring
23.0,33.0,0.0,8.0,12.0,54.0,No,No,29.5,1002.55,18.5,1.0,33.5,Spring
18.1,28.0,0.0,11.2,13.2,31.0,No,No,24.3,1007.35,18.5,2.0,35.5,Spring
19.9,24.8,0.0,10.4,9.7,46.0,No,No,22.3,1010.85,21.5,4.0,64.0,Spring
18.9,26.3,0.0,6.8,13.0,46.0,No,No,24.7,1011.15,19.5,1.0,63.0,Spring
20.6,26.7,0.0,8.8,9.8,50.0,No,Yes,23.65,1014.9,30.5,4.0,60.5,Spring
19.1,24.6,1.2,7.8,2.0,30.0,Yes,Yes,21.95,1017.75,10.5,6.0,70.0,Spring
18.7,24.8,2.2,7.0,6.4,35.0,Yes,No,22.0,1019.9,16.5,5.0,71.5,Spring
18.7,26.0,0.2,3.6,11.9,44.0,No,No,23.6,1020.65,19.5,3.5,56.0,Spring
20.6,26.0,0.0,10.0,12.9,33.0,No,No,24.5,1023.55,20.5,2.0,55.5,Spring
18.9,26.4,0.0,9.0,12.9,56.0,No,No,24.1,1020.65,22.5,1.5,59.5,Spring
20.3,33.5,0.0,10.0,10.1,43.0,No,No,28.8,1013.95,7.5,2.5,49.5,Spring
21.5,27.8,0.0,11.6,9.9,57.0,No,No,25.8,1016.1,32.5,3.5,58.0,Spring
21.7,28.7,0.0,8.0,6.9,52.0,No,No,26.15,1010.45,9.0,7.0,66.5,Summer
22.4,36.0,0.0,7.6,4.0,57.0,No,No,29.5,1005.75,10.0,7.0,47.5,Summer
19.2,22.9,0.0,6.6,0.0,41.0,No,No,21.95,1018.4,20.5,7.0,57.0,Summer
18.7,21.5,0.6,3.6,0.0,35.0,No,Yes,19.5,1017.85,9.5,8.0,86.5,Summer
18.7,26.6,21.0,1.2,9.5,43.0,Yes,Yes,23.35,1011.4,18.5,4.0,66.5,Summer
17.9,24.8,1.8,6.2,10.5,31.0,Yes,No,22.65,1011.6,15.5,5.0,71.0,Summer
19.4,25.5,0.0,5.6,12.4,54.0,No,No,24.25,1009.95,23.5,2.5,62.5,Summer
20.0,24.6,0.0,10.2,11.7,78.0,No,No,22.45,1011.2,33.5,1.5,56.0,Summer
18.8,24.2,0.0,11.4,10.2,43.0,No,No,22.75,1013.5,16.5,3.0,48.0,Summer
17.5,26.2,0.0,6.4,10.6,37.0,No,No,24.2,1012.1,16.5,1.5,57.5,Summer
22.3,36.5,0.0,8.0,3.5,52.0,No,No,30.8,1002.8,19.5,7.0,36.0,Summer
21.0,26.2,0.2,5.6,5.6,37.0,No,No,23.5,1002.65,19.5,6.5,57.0,Summer
20.1,27.5,0.0,7.4,11.2,57.0,No,No,23.75,1002.85,19.5,1.0,57.0,Summer
20.8,26.0,0.0,8.2,12.2,59.0,No,No,24.55,1008.1,15.5,4.0,66.5,Summer
19.6,32.0,0.0,9.4,12.8,43.0,No,No,27.1,1008.1,21.5,1.0,28.0,Summer
18.3,21.6,0.0,11.4,1.7,44.0,No,Yes,20.2,1018.85,19.5,6.0,59.0,Summer
16.2,22.3,5.8,7.6,0.4,35.0,Yes,No,19.4,1023.05,13.0,7.0,64.0,Summer
18.1,23.2,0.0,3.8,2.0,33.0,No,No,21.75,1023.7,18.5,7.0,51.0,Summer
19.0,25.7,0.4,6.6,9.3,41.0,No,No,23.05,1020.9,15.0,4.5,62.5,Summer
19.1,29.1,0.0,7.2,10.9,35.0,No,No,25.45,1016.75,11.5,1.5,57.0,Summer
21.1,28.8,0.0,10.4,10.3,39.0,No,No,25.45,1017.35,14.0,2.5,66.0,Summer
19.7,26.8,0.0,7.6,11.5,33.0,No,No,23.3,1021.05,12.0,4.0,59.5,Summer
18.3,27.5,0.0,7.2,12.0,44.0,No,No,24.5,1021.0,18.5,2.0,56.0,Summer
21.2,28.8,0.0,10.0,12.8,56.0,No,No,26.9,1019.95,12.0,0.5,57.5,Summer
21.1,28.1,0.0,10.8,13.1,41.0,No,No,26.3,1017.9,18.5,0.0,61.0,Summer
21.3,27.7,0.0,10.4,12.8,52.0,No,No,25.7,1015.35,16.0,1.0,62.0,Summer
19.3,28.7,0.0,10.6,13.1,52.0,No,No,26.7,1011.0,14.5,0.0,58.0,Summer
21.2,29.4,0.0,10.8,6.1,37.0,No,No,25.65,1009.45,13.0,6.5,62.5,Summer
21.7,25.9,0.0,4.2,2.8,37.0,No,Yes,24.6,1008.6,17.5,6.5,68.0,Summer
19.8,25.0,5.0,5.0,0.6,33.0,Yes,Yes,22.75,1009.1,17.5,7.0,73.5,Summer
19.8,22.8,3.0,2.8,0.0,43.0,Yes,No,22.05,1018.8,19.5,7.0,67.0,Summer
20.2,24.7,0.2,4.4,4.6,31.0,No,No,22.95,1022.1,20.0,6.0,57.0,Summer
19.7,26.3,0.0,7.4,1.5,52.0,No,Yes,24.95,1011.0,24.0,8.0,65.0,Summer
19.3,25.3,2.4,5.6,8.0,56.0,Yes,No,22.9,1013.4,28.5,4.0,54.0,Summer
17.2,22.3,0.2,8.6,2.3,31.0,No,No,19.6,1023.95,13.0,7.0,62.5,Summer
16.0,25.5,0.2,3.6,12.7,44.0,No,No,22.65,1023.35,19.5,3.0,54.0,Summer
19.6,26.5,0.0,9.4,13.0,57.0,No,No,25.1,1019.95,22.5,1.0,50.5,Summer
20.3,29.1,0.0,12.0,13.0,44.0,No,No,26.75,1015.5,13.0,0.5,49.5,Summer
21.7,27.9,0.0,9.6,13.0,52.0,No,No,26.4,1018.35,21.5,1.5,50.0,Summer
20.3,28.3,0.0,12.6,13.0,44.0,No,No,25.95,1013.45,21.5,1.0,48.0,Summer
21.7,28.7,0.0,11.0,10.6,37.0,No,No,25.1,1013.9,17.0,4.5,65.5,Summer
22.3,27.4,0.0,7.2,12.7,43.0,No,No,25.5,1014.95,24.0,2.0,61.0,Summer
21.3,27.1,0.0,12.0,11.6,56.0,No,No,25.4,1013.85,29.5,0.5,53.0,Summer
20.7,25.2,0.0,12.0,1.2,61.0,No,Yes,22.3,1018.25,24.0,7.5,72.5,Summer
17.5,24.5,3.2,5.2,3.1,41.0,Yes,Yes,21.65,1023.1,26.0,6.5,52.5,Summer
17.1,23.3,1.2,7.2,3.2,26.0,Yes,No,21.2,1019.0,14.0,7.5,57.5,Summer
15.5,25.4,0.2,4.2,12.3,41.0,No,No,22.3,1016.45,20.5,1.0,57.5,Summer
19.4,27.3,0.0,9.2,12.1,44.0,No,No,25.1,1017.2,14.0,0.0,56.0,Summer
20.6,27.6,0.0,9.6,12.9,48.0,No,No,25.85,1017.15,15.5,1.0,57.5,Summer
20.6,27.2,0.0,10.4,0.2,59.0,No,No,23.15,1018.5,18.5,7.0,68.5,Summer
20.1,27.7,0.0,7.2,4.0,31.0,No,No,24.15,1016.1,8.5,5.0,66.0,Summer
22.1,26.3,0.2,6.0,4.3,33.0,No,Yes,24.65,1016.05,20.5,7.0,73.0,Summer
21.5,27.0,3.4,4.6,7.5,39.0,Yes,No,25.35,1013.2,19.5,6.0,65.0,Summer
20.8,23.5,1.0,8.8,0.0,28.0,No,No,22.2,1007.25,11.5,8.0,80.0,Summer
20.9,24.9,1.0,2.2,0.0,26.0,No,Yes,22.3,1001.6,9.5,8.0,85.0,Summer
21.4,25.0,6.0,2.4,0.0,54.0,Yes,Yes,23.1,1000.55,15.0,8.0,80.5,Summer
18.4,26.4,21.8,7.0,8.3,31.0,Yes,No,21.35,1013.4,16.5,5.5,73.0,Summer
18.9,24.7,0.0,2.4,2.7,26.0,No,No,22.25,1011.45,8.5,7.0,72.5,Summer
20.5,29.1,0.0,2.2,1.8,35.0,No,Yes,23.65,1003.45,12.0,7.5,81.5,Summer
20.4,29.1,13.2,4.2,11.2,33.0,Yes,No,23.9,1007.85,12.0,3.5,46.0,Summer
18.0,27.0,0.0,11.4,11.9,41.0,No,No,22.75,1015.9,24.0,1.0,38.5,Summer
19.5,24.7,0.0,5.8,9.2,33.0,No,No,22.55,1019.75,16.5,5.5,59.5,Summer
19.6,26.5,0.0,8.0,10.7,37.0,No,No,23.6,1022.6,22.0,1.5,50.5,Summer
19.1,26.4,0.2,6.4,11.0,33.0,No,No,23.3,1019.45,14.0,1.5,63.5,Summer
19.5,26.7,0.0,7.4,11.8,50.0,No,No,24.65,1015.75,18.0,2.0,63.0,Summer
19.7,32.4,0.0,9.8,6.2,43.0,No,Yes,27.7,1010.95,12.0,6.5,51.5,Summer
20.3,22.0,4.4,5.2,0.2,44.0,Yes,Yes,21.45,1018.25,25.0,7.0,80.0,Summer
19.3,21.6,2.4,3.2,0.0,44.0,Yes,Yes,20.35,1022.6,20.0,7.5,77.0,Summer
18.2,22.7,10.4,1.6,0.0,26.0,Yes,Yes,20.8,1019.8,6.5,7.5,82.5,Summer
17.9,22.8,6.6,2.4,1.2,41.0,Yes,Yes,19.55,1020.45,14.0,7.5,85.5,Summer
18.8,26.3,4.6,3.8,3.8,37.0,Yes,Yes,21.95,1024.65,11.0,5.0,72.5,Summer
19.0,25.4,1.4,2.6,3.3,22.0,Yes,No,22.8,1024.9,9.0,7.0,70.5,Summer
18.1,27.5,0.2,4.0,7.7,50.0,No,Yes,24.25,1016.3,9.5,2.0,65.5,Summer
21.0,26.8,1.6,7.0,5.8,46.0,Yes,No,24.05,1018.45,21.0,7.0,66.5,Summer
19.3,26.9,0.2,5.2,7.5,31.0,No,No,24.35,1019.5,16.5,4.5,66.5,Summer
21.6,27.2,0.0,5.6,8.9,39.0,No,No,24.25,1022.05,17.5,4.5,63.5,Summer
19.6,27.1,0.0,6.4,11.1,31.0,No,No,24.25,1022.25,13.0,3.5,60.5,Summer
21.9,27.5,0.2,6.8,11.0,37.0,No,No,26.0,1022.45,18.5,2.5,57.5,Summer
19.6,27.8,0.0,8.6,10.8,35.0,No,No,24.55,1022.45,14.5,1.0,56.5,Summer
19.2,29.2,0.0,8.2,6.2,37.0,No,Yes,24.85,1016.75,9.0,6.5,60.5,Summer
18.5,27.0,27.8,7.0,6.2,44.0,Yes,No,22.8,1019.3,15.0,4.5,68.5,Summer
19.3,26.3,0.2,4.0,7.9,43.0,No,No,23.95,1016.55,18.5,3.5,62.5,Summer
19.5,26.6,0.0,7.8,5.8,91.0,No,Yes,24.15,1010.7,12.0,5.5,63.0,Summer
19.2,29.3,5.4,5.8,5.8,57.0,Yes,Yes,23.35,1005.1,11.0,4.5,65.5,Summer
15.1,28.0,5.0,6.2,11.2,35.0,Yes,No,23.45,1015.95,20.5,1.0,36.0,Summer
16.1,29.7,0.2,7.2,10.4,31.0,No,No,24.3,1019.85,19.0,3.0,45.5,Summer
19.6,27.9,0.0,6.6,10.1,48.0,No,No,25.85,1023.75,19.5,3.5,61.5,Summer
21.7,27.0,0.0,6.2,9.2,33.0,No,No,25.95,1025.55,11.0,3.0,56.0,Autumn
20.4,26.8,1.0,6.0,5.2,39.0,No,No,23.45,1020.7,12.5,5.5,66.5,Autumn
18.7,26.7,0.0,6.0,9.5,37.0,No,No,24.65,1016.15,13.0,2.5,64.0,Autumn
20.3,27.0,0.0,5.2,7.2,41.0,No,No,24.35,1015.4,12.5,5.0,66.5,Autumn
20.1,23.2,0.4,6.2,0.0,54.0,No,Yes,18.9,1015.85,27.5,8.0,84.0,Autumn
17.1,25.2,6.8,4.2,6.5,35.0,Yes,No,22.25,1019.8,10.0,4.0,74.5,Autumn
19.7,24.9,0.6,2.8,0.0,37.0,No,Yes,22.8,1021.85,10.0,7.0,80.5,Autumn
20.6,22.2,18.0,2.8,0.0,35.0,Yes,Yes,20.75,1021.15,4.5,8.0,83.0,Autumn
18.0,24.7,7.4,1.0,0.0,26.0,Yes,No,21.5,1015.15,12.0,7.5,75.0,Autumn
18.7,25.7,0.8,3.6,5.6,41.0,No,No,22.5,1015.15,19.5,6.5,69.5,Autumn
19.4,27.0,0.2,3.6,10.1,35.0,No,Yes,24.7,1019.65,16.5,3.0,62.0,Autumn
17.5,25.0,3.6,5.0,10.2,26.0,Yes,No,21.55,1021.05,15.0,4.5,71.5,Autumn
17.5,26.4,0.0,3.2,6.2,31.0,No,No,22.55,1018.6,15.0,7.0,72.0,Autumn
18.1,26.0,0.0,4.8,10.9,26.0,No,No,21.8,1016.25,15.5,1.5,79.0,Autumn
18.9,26.3,0.0,3.0,8.8,31.0,No,No,23.2,1016.25,18.5,4.0,76.0,Autumn
19.9,22.3,0.0,6.0,0.0,43.0,No,Yes,20.95,1017.5,15.0,8.0,78.0,Autumn
18.0,26.0,5.6,9.2,6.4,50.0,Yes,Yes,22.2,1017.85,18.5,5.0,71.5,Autumn
17.2,21.7,3.4,4.6,1.1,48.0,Yes,Yes,19.35,1020.85,8.0,7.5,86.0,Autumn
15.3,22.4,16.0,4.2,3.3,39.0,Yes,Yes,19.0,1024.55,11.0,6.0,73.0,Autumn
17.2,23.2,5.0,5.2,1.2,22.0,Yes,No,21.25,1022.0,13.0,6.5,65.0,Autumn
15.9,24.1,0.0,0.4,4.6,22.0,No,No,21.8,1019.65,15.0,7.0,63.0,Autumn
17.8,24.7,0.0,2.6,0.0,17.0,No,Yes,20.1,1014.8,9.0,7.5,78.0,Autumn
18.9,28.0,5.6,1.6,3.7,37.0,Yes,Yes,24.9,1004.2,15.5,6.0,59.5,Autumn
17.9,21.0,5.0,3.8,0.7,54.0,Yes,Yes,19.55,1011.5,24.0,6.5,75.0,Autumn
16.0,20.6,3.8,1.4,1.0,52.0,Yes,Yes,18.15,1016.45,17.5,7.0,87.0,Autumn
13.5,21.0,2.8,3.6,3.3,41.0,Yes,Yes,18.3,1019.6,17.5,5.5,66.5,Autumn
13.4,21.9,4.2,3.4,3.5,50.0,Yes,Yes,19.05,1019.55,25.0,7.5,61.0,Autumn
14.3,23.3,29.6,3.2,9.0,43.0,Yes,No,19.8,1018.55,21.0,4.0,63.0,Autumn
13.1,23.7,0.0,5.2,9.0,41.0,No,No,20.15,1018.5,20.5,3.0,52.0,Autumn
13.5,26.5,0.0,2.2,10.8,35.0,No,No,21.4,1014.0,14.0,2.5,49.5,Autumn
15.0,22.7,0.0,3.8,10.7,41.0,No,No,20.0,1015.6,19.5,1.0,51.0,Autumn
13.2,22.9,0.0,5.2,10.4,28.0,No,No,19.1,1016.55,17.0,2.0,58.5,Autumn
13.2,25.3,0.0,4.0,9.7,35.0,No,No,20.15,1019.8,17.5,2.0,39.5,Autumn
12.4,25.8,0.0,4.0,7.9,20.0,No,No,20.1,1016.8,14.0,7.0,49.5,Autumn
13.4,26.1,0.0,4.2,9.0,24.0,No,No,20.8,1016.25,16.5,5.0,47.5,Autumn
14.1,29.9,0.0,3.8,9.1,41.0,No,Yes,24.1,1012.5,10.5,6.5,40.5,Autumn
17.6,20.9,6.8,4.6,3.2,39.0,Yes,Yes,19.2,1021.2,11.0,4.5,75.5,Autumn
15.5,23.1,9.2,2.0,1.2,30.0,Yes,No,20.4,1013.25,6.5,7.0,67.5,Autumn
